train_acc,train_loss,val_acc,val_loss,curr_epoch
0.525,0.7500584,0.29583333333333334,0.69900197,0
0.625,0.69240654,0.6750000000000002,0.68285275,1
0.75,0.64066184,0.8041666666666666,0.6011157,2
0.75,0.651075,0.7583333333333333,0.72804683,3
0.625,0.6880096,0.7791666666666667,0.8898375,4
0.775,0.6690829,0.7875,0.83950925,5
0.8,0.66729134,0.8291666666666666,0.7215677,6
0.6000000000000001,0.7907148,0.8083333333333332,0.5966694,7
0.625,0.93368423,0.7416666666666667,0.51513606,8
0.6499999999999999,0.79673195,0.7458333333333335,0.78062993,9
0.75,0.7557181,0.8041666666666667,0.81419706,10
0.75,0.76641774,0.6333333333333334,1.432805,11
0.725,0.82791007,0.8208333333333334,0.6966128,12
0.7,0.8113961,0.7625000000000001,0.91010594,13
0.775,0.74036026,0.7166666666666667,1.055861,14
0.775,0.78118116,0.6666666666666666,2.2294674,15
0.725,0.94127494,0.5833333333333334,1.1163262,16
0.7250000000000001,1.0395114,0.4291666666666667,3.7456608,17
0.625,1.4679353,0.33749999999999997,3.636132,18
0.6,1.1941466,0.3333333333333333,2.794506,19
0.5,1.2237647,0.32916666666666666,2.3191164,20
0.5,1.3001239,0.33749999999999997,1.3969103,21
0.5,1.1747998,0.32916666666666666,1.0438569,22
0.5,1.0906571,0.3333333333333333,1.2585081,23
0.5,1.1301451,0.325,1.4077493,24
0.5,1.0887587,0.3958333333333333,1.386518,25
0.5,1.1040747,0.3375000000000001,1.694296,26
0.5,1.264693,0.32083333333333336,1.4381627,27
0.5,1.2868544,0.325,1.6194059,28
0.5,1.1553816,0.31250000000000006,1.5036193,29
0.5,1.2144237,0.3333333333333333,1.4256572,30
0.5,1.242619,0.32499999999999996,1.4889174,31
0.5,1.1648571,0.3375000000000001,1.5320612,32
0.5,1.3504857,0.32916666666666666,1.2898235,33
0.5,1.2568151,0.32083333333333336,1.3303721,34
0.5,1.1829926,0.34166666666666673,1.2811557,35
0.5,1.1258585,0.3333333333333333,1.5291499,36
0.5,1.283622,0.33749999999999997,1.7621893,37
0.5,1.2911832,0.30833333333333335,1.8310002,38
0.5,1.2149823,0.32083333333333336,1.4724342,39
0.5,1.2460418,0.3416666666666666,1.2739241,40
0.5,1.357002,0.325,1.3901371,41
0.5,1.3959094,0.375,1.2700661,42
0.5,1.211519,0.37916666666666665,1.30362,43
0.5,1.2529677,0.32083333333333336,1.4569734,44
0.5,1.2114964,0.32916666666666666,1.7093683,45
0.5,1.2118645,0.33749999999999997,1.9311867,46
0.5,1.237807,0.325,1.4576541,47
0.5,1.1448163,0.3125,1.295667,48
0.5,1.3238811,0.32916666666666666,1.6176709,49
0.5,1.2069435,0.3208333333333333,2.4397132,50
0.5,1.4155593,0.33749999999999997,2.3657699,51
0.5,1.3528273,0.3208333333333333,2.080593,52
0.5,1.3870864,0.32916666666666666,1.5014725,53
0.5,1.3400257,0.35000000000000003,1.2951865,54
0.5,1.571311,0.325,1.3282912,55
0.5,1.4893686,0.32083333333333336,1.2874604,56
0.5,1.5191163,0.3208333333333333,1.3567637,57
0.5,1.3579234,0.325,1.6113721,58
0.5,1.3945019,0.3374999999999999,1.7753797,59
0.5,1.4989519,0.3208333333333333,1.7619247,60
0.5,1.5283818,0.32916666666666666,1.856799,61
0.5,1.6060246,0.3291666666666666,2.0872371,62
0.5,1.3369921,0.325,2.0273144,63
0.5,1.8283826,0.32083333333333336,1.8795699,64
0.5,1.2282233,0.31666666666666665,1.8269428,65
0.5,1.4689133,0.3166666666666667,1.8334613,66
0.5,1.2585914,0.32916666666666666,1.7387938,67
0.5,1.2603319,0.325,1.6632433,68
0.5,1.2649724,0.325,1.8064246,69
0.5,1.448008,0.32499999999999996,1.9069567,70
0.5,1.2491066,0.3333333333333333,2.1535676,71
0.5,1.2872467,0.33749999999999997,2.0065973,72
0.5,1.665198,0.325,2.3783805,73
0.5,1.6257249,0.325,2.2836835,74
0.5,1.7453928,0.3333333333333333,1.8986686,75
0.5,1.5996895,0.32916666666666666,1.7504364,76
0.5,1.6564949,0.32916666666666666,1.6357007,77
0.5,1.3902193,0.32499999999999996,1.7666839,78
0.5,1.319588,0.32916666666666666,1.8445387,79
0.5,1.3076189,0.3208333333333333,1.7558776,80
0.5,1.4470605,0.3333333333333333,1.678752,81
0.5,1.7445499,0.32916666666666666,1.742558,82
0.5,1.4627781,0.32916666666666666,1.6804019,83
0.5,1.7927098,0.32916666666666666,1.7085323,84
0.5,1.5511432,0.32916666666666666,1.6274229,85
0.5,1.4523263,0.32916666666666666,1.6880516,86
0.5,1.4397264,0.31666666666666665,1.7097521,87
0.5,1.6348163,0.325,1.6721821,88
0.5,1.5779239,0.3375000000000001,1.6651496,89
0.5,1.3137472,0.32083333333333336,1.6356477,90
0.5,1.9130107,0.31666666666666665,1.6801945,91
0.5,1.4478158,0.32916666666666666,1.6259432,92
0.5,1.4532986,0.33749999999999997,1.6068105,93
0.5,1.5506315,0.32916666666666666,1.5582105,94
0.5,1.8053321,0.3333333333333333,1.6119827,95
0.5,1.6705816,0.325,1.6029516,96
0.5,1.8890157,0.3333333333333333,1.4899365,97
0.5,1.604985,0.325,1.5971597,98
0.5,1.7014349,0.32916666666666666,1.5910319,99
