train_acc,train_loss,val_acc,val_loss,curr_epoch
0.5,0.7086787,0.3208333333333333,0.7000399,0
0.675,0.66517246,0.7166666666666667,0.66596407,1
0.7749999999999999,0.6402415,0.7166666666666668,0.625635,2
0.725,0.6456348,0.6916666666666668,0.83238333,3
0.675,0.7080455,0.4708333333333334,3.4225113,4
0.675,0.67508876,0.6,2.4956882,5
0.675,0.6792519,0.6708333333333334,1.6709496,6
0.775,0.7096629,0.7624999999999998,0.9898942,7
0.725,0.77358973,0.6374999999999998,1.3511052,8
0.625,0.7967491,0.7166666666666667,1.6980025,9
0.575,0.89843273,0.6666666666666666,4.068355,10
0.525,0.99139273,0.3333333333333333,7.0803604,11
0.5,1.0084417,0.3333333333333333,6.242306,12
0.5,0.9535336,0.33749999999999997,8.555388,13
0.5,1.0018675,0.3333333333333333,13.7031355,14
0.5,0.9666855,0.3333333333333333,18.430836,15
0.5,0.9419365,0.32916666666666666,13.7199545,16
0.5,1.0864449,0.3208333333333333,9.368047,17
0.5,0.9600875,0.33749999999999997,9.86486,18
0.5,1.0756524,0.3333333333333333,5.847414,19
0.5,1.0905204,0.32916666666666666,6.2131505,20
0.5,1.0404358,0.3291666666666667,6.680548,21
0.5,0.9458258,0.3125,4.6230516,22
0.5,1.0242186,0.3333333333333333,3.716113,23
0.5,1.036855,0.33749999999999997,4.040613,24
0.5,1.0232517,0.325,4.327388,25
0.5,0.9744943,0.3166666666666667,5.0407524,26
0.5,0.9220795,0.325,4.1712365,27
0.5,1.2646406,0.32083333333333336,4.752371,28
0.5,1.2086828,0.33749999999999997,3.8675137,29
0.5,1.07724,0.33749999999999997,4.3033414,30
0.5,1.1074773,0.3333333333333333,3.7119827,31
0.5,0.9324196,0.32500000000000007,2.752889,32
0.5,1.006321,0.3208333333333333,2.5792172,33
0.5,0.9213543,0.3416666666666666,2.6454227,34
0.5,1.1693571,0.325,2.3863323,35
0.5,1.3351982,0.3208333333333333,2.8325937,36
0.5,1.4348952,0.3166666666666667,2.6262114,37
0.5,1.0685837,0.3416666666666666,2.7205982,38
0.5,1.2434436,0.325,3.9087238,39
0.5,1.2245293,0.3333333333333333,3.1907463,40
0.5,1.2555435,0.32083333333333336,3.107299,41
0.5,1.1368488,0.32916666666666666,2.938941,42
0.5,1.2540562,0.32916666666666666,3.5926797,43
0.5,1.1906931,0.32916666666666666,3.1429412,44
0.5,1.1843319,0.3416666666666666,3.3090236,45
0.5,1.0972795,0.32916666666666666,2.6966417,46
0.5,1.3333364,0.3166666666666667,2.1959074,47
0.5,1.4154861,0.325,2.1470406,48
0.5,1.2573223,0.33749999999999997,1.973649,49
0.5,1.5891197,0.32916666666666666,2.2140906,50
0.5,1.3189518,0.325,2.4321935,51
0.5,1.2936618,0.32083333333333336,2.0412853,52
0.5,1.4804931,0.33749999999999997,1.815731,53
0.5,1.378281,0.3375000000000001,1.710004,54
0.5,1.2813826,0.32916666666666666,2.421575,55
0.5,1.2764037,0.325,2.594206,56
0.5,1.3070045,0.34166666666666673,2.530057,57
0.5,1.3088608,0.325,2.6226807,58
0.5,1.2115119,0.32916666666666666,2.6390638,59
0.5,1.5304683,0.32916666666666666,2.8190415,60
0.5,1.2998031,0.31666666666666665,2.8591998,61
0.5,1.2240627,0.32916666666666666,2.8226938,62
0.5,1.2338212,0.325,2.7601616,63
0.5,1.3156767,0.325,2.8671806,64
0.5,1.5056124,0.32916666666666666,2.938613,65
0.5,1.397934,0.32916666666666666,2.927369,66
0.5,1.4374725,0.32916666666666666,2.7008278,67
0.5,1.5023453,0.3333333333333333,2.5166085,68
0.5,1.5010357,0.33749999999999997,2.2244222,69
0.5,1.419039,0.32916666666666666,2.184844,70
0.5,1.284574,0.325,2.2680552,71
0.5,1.340267,0.3375000000000001,2.2669477,72
0.5,1.4843967,0.32916666666666666,2.2164745,73
0.5,1.2731583,0.32916666666666666,2.2881024,74
0.5,1.5738642,0.32916666666666666,2.1944962,75
0.5,1.2730443,0.325,2.1993606,76
0.5,1.629535,0.3416666666666666,2.150787,77
0.5,1.5947143,0.32916666666666666,2.2470145,78
0.5,1.4791902,0.33749999999999997,2.2094023,79
0.5,1.1975043,0.3208333333333333,2.2384582,80
0.5,1.5140369,0.32916666666666666,2.2685647,81
0.5,1.6609652,0.3333333333333333,2.449055,82
0.5,1.3479449,0.32916666666666666,2.211003,83
0.5,1.4281709,0.32916666666666666,2.2498782,84
0.5,1.4072442,0.33749999999999997,2.4287043,85
0.5,1.6408203,0.32916666666666666,2.1759956,86
0.5,1.4381182,0.31666666666666665,2.5237813,87
0.5,1.341227,0.3333333333333333,2.2102633,88
0.5,1.6187947,0.325,2.277654,89
0.5,1.5078921,0.32916666666666666,2.1966922,90
0.5,1.5566216,0.3416666666666666,1.9878931,91
0.5,1.464587,0.3166666666666667,2.2238076,92
0.5,1.4689428,0.3333333333333333,2.2562902,93
0.5,1.3086815,0.3333333333333333,2.308831,94
0.5,1.4443619,0.3291666666666666,2.1837747,95
0.5,1.5622737,0.3333333333333333,2.2531977,96
0.5,1.604394,0.3208333333333333,2.4067733,97
0.5,1.8571827,0.3333333333333333,2.2203467,98
0.5,1.5591842,0.3333333333333333,2.1932688,99
