train_acc,train_loss,val_acc,val_loss,val_f1,val_precision,val_recall,curr_epoch
0.525,0.6814445,0.34,0.6951076,0.24128244304714894,0.17,0.5,0
0.75,0.5922195,0.3400000000000001,0.70103353,0.2433005883005883,0.17000000000000004,0.48,1
0.7749999999999999,0.5248548,0.33599999999999997,0.70521253,0.24249250749250748,0.16799999999999998,0.48,2
0.7749999999999999,0.5976081,0.43199999999999994,0.6810991,0.37142618492618495,0.4886190476190476,0.5678492063492063,3
0.8,0.99031156,0.664,0.6483975,0.6378467643467642,0.7308492063492064,0.741063492063492,4
0.675,0.8871902,0.6559999999999999,0.72947145,0.6272848262848263,0.7233571428571429,0.7182777777777777,5
0.65,0.82397765,0.552,1.0426726,0.5163917193917195,0.6777380952380954,0.6597380952380952,6
0.7,0.6806549,0.528,0.9281158,0.49848756798756794,0.670904761904762,0.6523968253968255,7
0.7250000000000001,0.64904046,0.608,0.9904324,0.5828097458097458,0.7268809523809523,0.6851587301587301,8
0.85,0.55942994,0.652,0.9496281,0.6331191031191031,0.7522460317460318,0.7408571428571429,9
0.775,0.97092617,0.6920000000000001,1.047498,0.666699467199467,0.7391825396825398,0.7312222222222222,10
0.75,0.70991063,0.568,1.1881192,0.5426262071262071,0.6530238095238096,0.6252063492063491,11
0.7999999999999999,0.5703214,0.512,1.1092172,0.4804818514818514,0.6079126984126985,0.605484126984127,12
0.8749999999999999,0.43504703,0.636,0.8769198,0.6157079587079588,0.7390000000000001,0.7298809523809523,13
0.8500000000000001,0.46461844,0.644,0.94726855,0.6073382173382174,0.6948095238095238,0.7062857142857142,14
0.925,0.37195256,0.624,0.9798187,0.5898856143856144,0.701484126984127,0.6999126984126984,15
0.925,0.3634959,0.628,1.1253651,0.5937014097014096,0.6992380952380952,0.694206349206349,16
0.925,0.4623133,0.66,1.1287922,0.6359347319347318,0.7343412698412698,0.7309285714285714,17
0.9249999999999999,0.54200876,0.784,0.79732823,0.7511032529561942,0.7863333333333334,0.8034206349206348,18
0.9,0.2958213,0.72,0.9654753,0.7073564213564212,0.7737142857142857,0.7934126984126985,19
0.95,0.35357577,0.736,0.8934288,0.6837949827949827,0.7389523809523808,0.7564761904761904,20
0.875,0.5908073,0.772,0.96364874,0.7513202549084902,0.8058333333333333,0.827888888888889,21
0.85,0.6312696,0.732,1.4367518,0.706071151071151,0.7581031746031747,0.7902460317460318,22
0.85,1.2923386,0.632,2.1759503,0.609998112998113,0.7079444444444445,0.7026507936507937,23
0.8999999999999999,1.0532537,0.64,2.0025344,0.6248712398712398,0.7205238095238096,0.7131428571428572,24
0.85,0.58824396,0.6679999999999999,0.99898237,0.646012876012876,0.7161031746031746,0.7352142857142857,25
0.8999999999999999,0.48749858,0.7760000000000001,0.6251634,0.7182672532146216,0.7272857142857144,0.7415952380952381,26
0.95,0.3751674,0.8039999999999999,0.5692293,0.7811125541125541,0.8062063492063491,0.8103333333333333,27
0.9249999999999999,0.4277997,0.7559999999999999,0.681594,0.7320333555333556,0.7741190476190476,0.807579365079365,28
0.9,0.5342944,0.7360000000000001,0.75178695,0.7157386502386502,0.7683571428571428,0.7913650793650794,29
0.95,0.2646423,0.72,0.8829434,0.7045875235875235,0.7655793650793651,0.78,30
0.875,0.5073558,0.7439999999999999,0.78594697,0.719285880785881,0.7608888888888888,0.7894285714285715,31
0.85,0.4617786,0.748,0.81981194,0.7267845683728037,0.7726825396825397,0.788031746031746,32
0.8,0.64927316,0.732,0.84913224,0.6988562548562548,0.7647619047619049,0.7542301587301588,33
0.9,0.42029792,0.76,0.83148193,0.7360062715062715,0.7703809523809523,0.7865555555555556,34
0.875,0.88745064,0.7879999999999999,0.59743756,0.7618614163614165,0.7732619047619047,0.7842142857142856,35
0.95,0.35943457,0.7640000000000002,0.6146482,0.736582806082806,0.7538333333333334,0.7736349206349208,36
0.875,0.34886256,0.7240000000000001,0.8067008,0.7072137862137862,0.7426190476190477,0.7651190476190476,37
0.9,0.38504994,0.7199999999999999,0.9783008,0.6988767898767899,0.7477142857142858,0.7660714285714285,38
0.875,0.53444445,0.732,0.8598255,0.7098052503052503,0.747547619047619,0.7742936507936509,39
0.9249999999999999,0.36545834,0.768,0.825244,0.7532073482073482,0.7857142857142857,0.8122539682539682,40
0.95,0.51554996,0.78,0.8867563,0.7653134643134644,0.8107301587301586,0.8280158730158729,41
0.95,0.2694344,0.836,0.6192917,0.812036297036297,0.827904761904762,0.8858571428571428,42
1.0,0.28945857,0.8440000000000001,0.53196645,0.8184349180231534,0.8357301587301588,0.8638968253968254,43
0.975,0.42388755,0.8399999999999999,0.5593155,0.8155119161883867,0.8244523809523812,0.8640555555555555,44
0.925,0.44748965,0.84,0.5828462,0.8201463732346086,0.8260714285714286,0.8534285714285714,45
0.8999999999999999,0.49083084,0.8199999999999998,0.7021261,0.800378010878011,0.8165952380952382,0.838920634920635,46
1.0,0.17457977,0.8160000000000001,0.69093376,0.7903752913752914,0.8005714285714286,0.8189126984126984,47
0.95,0.36782774,0.804,0.64382607,0.7720320790320792,0.7954841269841271,0.7959365079365079,48
0.95,0.33019015,0.784,0.6783463,0.750819402819403,0.7705952380952381,0.7748650793650795,49
0.9249999999999999,0.29585457,0.796,0.68013227,0.768936511201217,0.7794126984126984,0.8142222222222223,50
1.0,0.36977535,0.812,0.67286676,0.7802403348285702,0.789,0.8469523809523808,51
0.975,0.23880386,0.7559999999999999,0.73259443,0.712925189189895,0.7473095238095239,0.7647857142857143,52
1.0,0.21482566,0.768,0.7382035,0.7505521145521145,0.8033333333333332,0.8168888888888888,53
1.0,0.25842804,0.8039999999999999,0.6101559,0.7877584082584081,0.8097380952380953,0.8495396825396826,54
0.975,0.14752719,0.836,0.52661306,0.816225682813918,0.8234285714285714,0.8618492063492063,55
0.925,0.39067358,0.836,0.4620871,0.8035738738385797,0.8161904761904762,0.832579365079365,56
1.0,0.14140114,0.8320000000000001,0.48214254,0.7905950540687384,0.8063809523809523,0.8261349206349206,57
1.0,0.17103025,0.8519999999999999,0.4649303,0.8219287575169929,0.8365476190476189,0.8518968253968253,58
0.975,0.239979,0.8639999999999999,0.47555286,0.8472555418437772,0.8652539682539683,0.8662619047619047,59
0.975,0.3898754,0.8480000000000001,0.4804681,0.8297240733123086,0.8357301587301588,0.8527619047619048,60
0.975,0.39780304,0.836,0.46922967,0.8122325648208002,0.824420634920635,0.8292857142857144,61
0.9,0.42574424,0.792,0.5456248,0.7217758406024659,0.7405238095238096,0.7330238095238095,62
0.975,0.24849015,0.7759999999999999,0.5987562,0.6919086293823135,0.7285079365079364,0.6965714285714286,63
0.975,0.23827279,0.78,0.61222017,0.735796781649723,0.7627380952380953,0.7702142857142857,64
0.925,0.24870229,0.78,0.6688489,0.7474110889110891,0.7629761904761905,0.7996666666666665,65
0.975,0.273888,0.7839999999999999,0.7440973,0.7534440232969645,0.7835714285714286,0.8108174603174604,66
1.0,0.17197397,0.7759999999999999,0.8841902,0.7591260047142402,0.7863095238095238,0.823722222222222,67
1.0,0.16353391,0.7959999999999999,0.8283568,0.7649817959817959,0.7927380952380954,0.8144444444444444,68
1.0,0.11763633,0.8119999999999998,0.76579535,0.7958682983682985,0.8091428571428572,0.8495317460317459,69
1.0,0.4447458,0.824,0.7144635,0.7979884755767108,0.8143492063492065,0.8338174603174603,70
0.95,0.3159892,0.8119999999999998,0.7837802,0.7870012765012766,0.8112619047619047,0.8243095238095237,71
1.0,0.201998,0.7999999999999998,0.71420974,0.7826987456987456,0.7898571428571428,0.8055,72
0.95,0.21832313,0.7760000000000001,0.72537076,0.7423731464613817,0.7619206349206348,0.7647698412698412,73
1.0,0.1697633,0.736,0.847859,0.6499186846864865,0.6889603174603175,0.6692142857142858,74
0.9,0.42315644,0.7680000000000001,0.86770135,0.722952935952936,0.7557539682539683,0.7359682539682539,75
0.925,0.43846327,0.7639999999999999,0.96645784,0.6947580426109836,0.7392539682539683,0.6995476190476191,76
0.975,0.14474216,0.7760000000000001,1.0193881,0.7269580060462414,0.7577698412698411,0.7486507936507937,77
1.0,0.210868,0.7760000000000001,0.9711405,0.7328102844867551,0.7548333333333334,0.762952380952381,78
1.0,0.15736026,0.792,0.9892369,0.753511322011322,0.7719920634920635,0.7742301587301589,79
0.975,0.26307344,0.772,1.0157548,0.7449611499611499,0.769888888888889,0.8042301587301587,80
0.975,0.21078473,0.7759999999999999,0.98512685,0.7570948495948494,0.7808571428571427,0.8071507936507936,81
0.975,0.12863423,0.7559999999999999,0.9189408,0.7333563658563658,0.7674761904761904,0.7893015873015873,82
