train_acc,train_loss,val_acc,val_loss,curr_epoch
0.55,0.6837982,0.6749999999999999,0.64304703,0
0.64375,0.6545876,0.7666666666666667,0.5947325,1
0.64375,0.64779806,0.7749999999999999,0.5453958,2
0.64375,0.661543,0.6666666666666666,1.2591666,3
0.69375,0.68788034,0.7000000000000001,0.5271895,4
0.725,0.6570054,0.6999999999999998,0.6182968,5
0.69375,0.7171162,0.725,0.541449,6
0.69375,0.6775898,0.6583333333333333,0.5858003,7
0.75,0.6579697,0.625,0.71899396,8
0.7375,0.693296,0.6958333333333333,0.78307897,9
0.71875,0.76487577,0.7166666666666667,0.8159072,10
0.725,0.7554875,0.5791666666666667,0.9100458,11
0.6000000000000001,0.815257,0.5375,0.9750225,12
0.50625,0.95598656,0.3333333333333334,1.2229589,13
0.5,0.93317926,0.5750000000000001,0.78244203,14
0.54375,0.9164043,0.5333333333333333,1.0869142,15
0.5125,0.9970921,0.36250000000000004,1.1187023,16
0.5,1.0020446,0.3333333333333333,1.1483682,17
0.5,1.0326475,0.32916666666666666,1.1953362,18
0.49999999999999994,0.98524445,0.32083333333333336,1.2074999,19
0.5,0.98509526,0.4375,1.4551355,20
0.49999999999999994,1.0023527,0.3333333333333333,1.6328435,21
0.5,1.0560901,0.3333333333333333,1.4341356,22
0.5,1.0246195,0.32916666666666666,1.4758692,23
0.5,1.0438018,0.35000000000000003,1.4139372,24
0.50625,1.0141913,0.325,1.7232069,25
0.5,1.1014488,0.32083333333333336,2.3101673,26
0.5,1.1408885,0.3375000000000001,1.1865299,27
0.5,1.1550915,0.3208333333333333,1.3811246,28
0.49999999999999994,1.0886545,0.33749999999999997,1.3390602,29
0.5,1.1987252,0.3458333333333334,1.4013702,30
0.5,1.0839635,0.375,1.6217313,31
0.5,1.0792954,0.44166666666666665,1.600156,32
0.5062500000000001,1.1973559,0.3958333333333333,1.1947845,33
0.51875,1.1843016,0.3375000000000001,1.477539,34
0.5,1.2069532,0.32499999999999996,1.4103794,35
0.5,1.2244613,0.325,1.7061373,36
0.5,1.2260154,0.325,1.6120319,37
0.5,1.2023951,0.33749999999999997,1.3145341,38
0.5,1.2032574,0.3416666666666666,1.4386902,39
0.5,1.1532059,0.32916666666666666,1.3974355,40
0.5,1.2518452,0.3458333333333334,1.347999,41
0.5,1.2531427,0.325,1.8513876,42
0.5,1.1647689,0.32916666666666666,1.5416609,43
0.5,1.3413246,0.325,1.5415602,44
0.5,1.3332322,0.3416666666666666,1.2731302,45
0.5,1.3270885,0.32916666666666666,1.4482313,46
0.5,1.2341095,0.3208333333333333,1.5184494,47
0.5,1.3303443,0.3333333333333333,1.4292935,48
0.5,1.2645297,0.33749999999999997,1.3511008,49
0.5,1.3574415,0.32916666666666666,1.4379414,50
0.5,1.2557738,0.3291666666666667,1.3435513,51
0.5,1.3147011,0.3333333333333333,1.4180633,52
0.5,1.3346864,0.32083333333333336,1.4509567,53
0.5,1.4400252,0.3333333333333333,1.3672243,54
0.5,1.482217,0.34166666666666673,1.4188386,55
0.5,1.3459443,0.3333333333333333,1.6657667,56
0.5,1.3676157,0.32083333333333336,1.5135509,57
0.5,1.2940285,0.32916666666666666,1.2784115,58
0.5,1.4476247,0.3333333333333333,1.563227,59
0.5,1.3238285,0.3125,1.5036998,60
0.5,1.4767389,0.3208333333333333,1.6437272,61
0.5,1.3367535,0.3333333333333333,1.5010203,62
0.5,1.4433141,0.3291666666666667,1.6044527,63
0.5,1.3118744,0.325,1.4635286,64
0.5,1.5342278,0.325,1.5206356,65
0.5,1.332202,0.33749999999999997,1.2996869,66
0.5,1.4398181,0.32916666666666666,1.4140878,67
0.5,1.5232699,0.32499999999999996,1.5160532,68
0.5,1.4507569,0.325,1.4533492,69
0.5,1.3809863,0.3333333333333333,1.4258803,70
0.5,1.4290037,0.31666666666666665,1.4544736,71
0.5,1.3993045,0.32916666666666666,1.4818703,72
0.5,1.4623761,0.3333333333333333,1.5918669,73
0.5,1.4956198,0.3333333333333333,1.5267605,74
0.5,1.4613926,0.325,1.7082733,75
0.5,1.4560039,0.3416666666666666,1.5772958,76
0.5,1.6244669,0.3333333333333333,1.5298319,77
0.5,1.5611131,0.325,1.5538388,78
0.5,1.5755653,0.33749999999999997,1.7815323,79
0.5,1.5574667,0.32083333333333336,1.5024909,80
0.5,1.6230285,0.32916666666666666,1.5089113,81
0.5,1.5415127,0.3291666666666666,1.6752406,82
0.5,1.5562305,0.31250000000000006,1.7811571,83
0.5,1.5309526,0.3333333333333333,1.6984997,84
0.5,1.6141441,0.3333333333333333,1.550542,85
0.5,1.5617857,0.325,1.6398214,86
0.5,1.4868673,0.325,1.6100563,87
0.5,1.5194223,0.33749999999999997,1.5708109,88
0.5,1.6397502,0.3416666666666666,1.53509,89
0.5,1.6840928,0.32916666666666666,1.5593604,90
0.5,1.5724347,0.3333333333333333,1.5508884,91
0.5,1.5697243,0.32083333333333336,1.5751553,92
0.5,1.6431429,0.325,1.5775051,93
0.5,1.5843797,0.3333333333333333,1.5383124,94
0.5,1.7399571,0.32083333333333336,1.5435214,95
0.5,1.650121,0.32916666666666666,1.5643543,96
0.5,1.7607074,0.325,1.5083953,97
0.5,1.8272532,0.325,1.599182,98
0.5,1.6842117,0.3291666666666667,1.5576148,99
