train_acc,train_loss,val_acc,val_loss,val_f1,val_precision,val_recall,curr_epoch
0.5,0.6955997,0.32799999999999996,0.7004926,0.23512526688997276,0.16399999999999998,0.46,0
0.5,0.693727,0.324,0.7023333,0.23396769896769898,0.162,0.48,1
0.5,0.6942097,0.32799999999999996,0.70309824,0.2342417060064119,0.16399999999999998,0.48,2
0.5,0.6929768,0.32799999999999996,0.7020327,0.2348101898101898,0.16399999999999998,0.48,3
0.5,0.6935004,0.32799999999999996,0.69994074,0.23315316262684685,0.16399999999999998,0.48,4
0.5,0.6927701,0.32,0.6999452,0.23433399933399937,0.16,0.5,5
0.5,0.6924077,0.32799999999999996,0.6987008,0.23514524690995275,0.16399999999999998,0.48,6
0.5,0.6918329,0.332,0.6975014,0.23996891996891997,0.166,0.5,7
0.525,0.6923456,0.3360000000000001,0.69647944,0.24727089903560492,0.20577777777777778,0.501,8
0.575,0.6930076,0.34800000000000003,0.6959408,0.2855152625152625,0.3532222222222222,0.509936507936508,9
0.5499999999999999,0.6915808,0.35200000000000004,0.695447,0.28814430014430015,0.3417777777777778,0.4741269841269841,10
0.575,0.69092405,0.36,0.6950157,0.2937603507603508,0.3201666666666667,0.4730079365079365,11
0.6,0.6900858,0.40800000000000014,0.69430596,0.36779098679098676,0.4660079365079365,0.5011904761904762,12
0.6000000000000001,0.68986875,0.444,0.6936533,0.4098709068709068,0.4958888888888889,0.48033333333333333,13
0.625,0.689486,0.488,0.6924125,0.45398468198468195,0.4867857142857143,0.4852380952380952,14
0.7000000000000001,0.688849,0.512,0.69151026,0.461379346144052,0.49846031746031744,0.4806825396825397,15
0.7250000000000001,0.6880444,0.5519999999999999,0.6905197,0.4930188145188145,0.5124761904761904,0.5101666666666667,16
0.6499999999999999,0.6892147,0.5319999999999999,0.6906424,0.4846652791652792,0.523952380952381,0.5177777777777778,17
0.7,0.6869504,0.54,0.69063455,0.48548446324916916,0.5182380952380953,0.5153730158730159,18
0.7249999999999999,0.68632734,0.54,0.6902436,0.4908041958041958,0.512095238095238,0.5029126984126985,19
0.675,0.68587697,0.544,0.68996656,0.4785882483529542,0.4972222222222223,0.4866428571428571,20
0.7749999999999999,0.683699,0.5479999999999999,0.6893561,0.489889336154042,0.5126428571428572,0.5068888888888888,21
0.7,0.68348354,0.572,0.68839055,0.5139691452338512,0.5343333333333333,0.5368650793650793,22
0.825,0.6809149,0.584,0.6876236,0.5130351380645498,0.5439444444444445,0.5401984126984127,23
0.75,0.68274415,0.584,0.6869434,0.5218936684230802,0.5540714285714285,0.5542857142857143,24
0.775,0.6795146,0.588,0.68627083,0.532455488955489,0.5522857142857144,0.5670714285714286,25
0.6749999999999999,0.6783102,0.588,0.68563306,0.5256953634600694,0.5647619047619048,0.5478650793650793,26
0.7250000000000001,0.6801679,0.5920000000000001,0.68460894,0.5216732711732712,0.5612142857142858,0.553984126984127,27
0.7749999999999999,0.6751257,0.604,0.683405,0.5305841968489028,0.5751746031746032,0.5530555555555555,28
0.7250000000000001,0.6732987,0.596,0.6832439,0.5186674697851168,0.5335396825396824,0.5637857142857142,29
0.6749999999999999,0.6728085,0.596,0.6822104,0.5288202928822124,0.5566428571428571,0.5646428571428571,30
0.7749999999999999,0.6735413,0.6,0.6813044,0.522830617095323,0.5362301587301588,0.5495238095238095,31
0.75,0.6695602,0.604,0.6807119,0.5392481962481962,0.5676031746031747,0.5531904761904762,32
0.7749999999999999,0.66782725,0.604,0.6796444,0.5319239094239094,0.5539047619047619,0.5495238095238095,33
0.6499999999999999,0.67125154,0.612,0.6781888,0.5484815380697734,0.5861746031746032,0.5716428571428571,34
0.7,0.6670717,0.616,0.67706466,0.5257997002997004,0.5544206349206349,0.5505873015873015,35
0.7000000000000001,0.66248226,0.616,0.6764722,0.5062998112998113,0.5387619047619048,0.5416984126984127,36
0.7,0.6584147,0.6239999999999999,0.67405486,0.557083028083028,0.5868174603174603,0.5988650793650794,37
0.775,0.6567811,0.636,0.6724575,0.5498676911323971,0.5637142857142856,0.5761349206349206,38
0.675,0.66657865,0.66,0.6693857,0.5610261262645164,0.5847142857142857,0.5744761904761905,39
0.7250000000000001,0.6553858,0.648,0.66921926,0.5714769021827846,0.579484126984127,0.6195793650793651,40
0.7250000000000001,0.6553938,0.652,0.66818047,0.5731235463882522,0.5920714285714286,0.5920555555555554,41
0.75,0.6448531,0.648,0.666227,0.5610320888262065,0.5643333333333334,0.5935952380952381,42
0.75,0.64623654,0.652,0.6639673,0.5484305204599322,0.5757619047619048,0.5653809523809524,43
0.7749999999999999,0.646415,0.6639999999999999,0.660586,0.5743783504077622,0.6062619047619048,0.6088333333333332,44
0.7749999999999999,0.64041704,0.6679999999999999,0.6591532,0.5785119749531514,0.6140714285714286,0.6006111111111111,45
0.75,0.6318698,0.6759999999999999,0.6578281,0.583639102727338,0.5931587301587302,0.6078412698412697,46
0.75,0.63080174,0.68,0.6546917,0.5678943952504324,0.571579365079365,0.5925555555555555,47
0.75,0.6324699,0.684,0.65217584,0.5747001569122312,0.6164444444444445,0.6023174603174604,48
0.8,0.6257851,0.6919999999999998,0.6491285,0.6041453089394266,0.6379126984126985,0.6352222222222221,49
0.7750000000000001,0.6222703,0.6959999999999998,0.646558,0.5863102159278629,0.6195396825396825,0.6059126984126985,50
0.825,0.61531013,0.6999999999999998,0.6450396,0.614850896265757,0.6460634920634921,0.6352301587301588,51
0.75,0.6298481,0.688,0.64245355,0.6055385921268275,0.6444206349206348,0.6349365079365079,52
