train_acc,train_loss,val_acc,val_loss,curr_epoch
0.675,0.62962735,0.6954545454545454,0.65265614,0
0.765,0.57578003,0.75,0.5637422,1
0.7674999999999998,0.5785217,0.7000000000000001,0.5303891,2
0.7075,0.618507,0.5954545454545455,0.86029094,3
0.7725,0.62214774,0.6409090909090909,0.5763101,4
0.7525,0.66654575,0.6409090909090909,0.6419424,5
0.7750000000000001,0.6020972,0.7909090909090909,0.5699368,6
0.6075000000000002,0.77805114,0.440909090909091,0.75763965,7
0.6425000000000001,0.76060015,0.6363636363636362,0.7244167,8
0.6425000000000001,0.78522325,0.40454545454545454,0.8390207,9
0.5,0.8923286,0.3909090909090909,0.9420127,10
0.5425,0.87932825,0.45,0.8504057,11
0.6075,0.86909467,0.5545454545454546,0.82255137,12
0.5349999999999999,0.89459515,0.3681818181818182,1.1337974,13
0.52,0.92288476,0.3727272727272728,0.96013093,14
0.575,0.8955394,0.45454545454545453,1.0311993,15
0.5000000000000001,0.97525156,0.3727272727272728,1.0111552,16
0.5025000000000001,0.9487053,0.3545454545454545,1.1972493,17
0.4999999999999999,1.0178385,0.33636363636363636,1.0886835,18
0.5025,1.0043722,0.390909090909091,1.008702,19
0.5,0.9908854,0.390909090909091,1.0254865,20
0.5000000000000001,1.0172471,0.3727272727272727,1.0608166,21
0.4999999999999999,1.030048,0.3772727272727272,1.21014,22
0.51,0.99460185,0.4090909090909091,1.0462323,23
0.5149999999999999,1.0531933,0.3909090909090909,1.1178149,24
0.5,1.0718235,0.3909090909090909,1.1644288,25
0.5,1.0777228,0.39545454545454545,1.2246895,26
0.5000000000000001,1.0640538,0.38636363636363635,1.268646,27
0.4999999999999999,1.0662234,0.35454545454545455,1.0364932,28
0.5,1.1128826,0.3727272727272727,1.3597019,29
0.5000000000000001,1.1289886,0.3818181818181818,1.2513162,30
0.5050000000000001,1.0963585,0.40454545454545454,1.0314213,31
0.5000000000000001,1.1199112,0.3954545454545455,1.2307166,32
0.505,1.1452096,0.39545454545454545,1.4891168,33
0.5,1.2044084,0.38636363636363635,1.047874,34
0.5025000000000001,1.1566088,0.3772727272727273,1.1200589,35
0.505,1.1525863,0.4090909090909091,1.0335375,36
0.5050000000000001,1.2178336,0.3818181818181818,1.2102472,37
0.49750000000000005,1.1563247,0.3772727272727273,1.0912247,38
0.5025,1.2175093,0.3818181818181818,1.1033902,39
